,game_ids,home_ids,away_ids
108,0020800109,1610612751,1610612754
109,0020800110,1610612763,1610612752
110,0020800111,1610612749,1610612759
111,0020800112,1610612740,1610612747
112,0020800113,1610612760,1610612753
113,0020800114,1610612764,1610612762
114,0020800115,1610612746,1610612758
115,0020800116,1610612756,1610612745
116,0020800117,1610612739,1610612743
117,0020800118,1610612741,1610612742
118,0020800119,1610612744,1610612765
119,0020800120,1610612766,1610612762
120,0020800121,1610612754,1610612755
121,0020800122,1610612748,1610612764
122,0020800123,1610612751,1610612737
123,0020800124,1610612752,1610612760
124,0020800125,1610612738,1610612743
125,0020800126,1610612763,1610612749
126,0020800127,1610612740,1610612757
127,0020800128,1610612742,1610612753
128,0020800129,1610612759,1610612745
129,0020800130,1610612758,1610612756
130,0020800131,1610612747,1610612765
131,0020800132,1610612746,1610612744
132,0020800133,1610612737,1610612751
133,0020800134,1610612755,1610612760
134,0020800135,1610612739,1610612762
135,0020800136,1610612750,1610612757
136,0020800137,1610612741,1610612754
137,0020800138,1610612745,1610612740
138,0020800139,1610612749,1610612738
139,0020800140,1610612761,1610612748
140,0020800141,1610612766,1610612753
141,0020800142,1610612752,1610612742
142,0020800143,1610612743,1610612750
143,0020800144,1610612756,1610612765
144,0020800145,1610612758,1610612759
145,0020800146,1610612760,1610612745
146,0020800147,1610612762,1610612756
147,0020800148,1610612746,1610612759
148,0020800149,1610612766,1610612742
149,0020800150,1610612754,1610612737
150,0020800151,1610612753,1610612761
151,0020800152,1610612764,1610612748
152,0020800153,1610612738,1610612752
153,0020800154,1610612751,1610612739
154,0020800155,1610612763,1610612758
155,0020800156,1610612743,1610612749
156,0020800157,1610612744,1610612757
157,0020800158,1610612747,1610612741
158,0020800159,1610612737,1610612764
159,0020800160,1610612765,1610612739
160,0020800161,1610612748,1610612761
161,0020800162,1610612745,1610612742
162,0020800163,1610612750,1610612755
163,0020800164,1610612740,1610612758
164,0020800165,1610612760,1610612746
165,0020800166,1610612759,1610612743
166,0020800167,1610612762,1610612749
167,0020800168,1610612757,1610612741
168,0020800169,1610612738,1610612765
169,0020800170,1610612756,1610612747
170,0020800171,1610612754,1610612753
171,0020800172,1610612755,1610612746
172,0020800173,1610612761,1610612751
173,0020800174,1610612764,1610612745
174,0020800175,1610612737,1610612766
175,0020800176,1610612750,1610612738
176,0020800177,1610612742,1610612763
177,0020800178,1610612749,1610612752
178,0020800179,1610612759,1610612762
179,0020800180,1610612760,1610612740
180,0020800181,1610612758,1610612757
181,0020800182,1610612744,1610612741
182,0020800183,1610612747,1610612743
183,0020800184,1610612766,1610612749
184,0020800185,1610612753,1610612745
185,0020800186,1610612739,1610612737
186,0020800187,1610612748,1610612754
187,0020800188,1610612751,1610612746
188,0020800189,1610612752,1610612764
189,0020800190,1610612763,1610612762
190,0020800191,1610612740,1610612760
191,0020800192,1610612756,1610612757
192,0020800193,1610612761,1610612738
193,0020800194,1610612755,1610612744
194,0020800195,1610612765,1610612750
195,0020800196,1610612743,1610612741
196,0020800197,1610612747,1610612758
197,0020800198,1610612766,1610612755
198,0020800199,1610612753,1610612749
199,0020800200,1610612748,1610612745
200,0020800201,1610612763,1610612759
201,0020800202,1610612762,1610612741
202,0020800203,1610612757,1610612758
203,0020800204,1610612746,1610612740
204,0020800205,1610612764,1610612744
205,0020800206,1610612752,1610612739
206,0020800207,1610612760,1610612756
207,0020800208,1610612742,1610612754
208,0020800209,1610612747,1610612751
209,0020800210,1610612737,1610612749
210,0020800211,1610612739,1610612760
211,0020800212,1610612761,1610612766
212,0020800213,1610612738,1610612744
213,0020800214,1610612755,1610612753
214,0020800215,1610612765,1610612752
215,0020800216,1610612750,1610612756
216,0020800217,1610612745,1610612754
217,0020800218,1610612759,1610612741
218,0020800219,1610612762,1610612763
219,0020800220,1610612757,1610612748
220,0020800221,1610612758,1610612751
221,0020800222,1610612746,1610612743
222,0020800223,1610612764,1610612753
223,0020800224,1610612743,1610612740
224,0020800225,1610612761,1610612737
225,0020800226,1610612738,1610612755
226,0020800227,1610612739,1610612744
227,0020800228,1610612765,1610612749
228,0020800229,1610612754,1610612766
229,0020800230,1610612760,1610612750
230,0020800231,1610612756,1610612748
231,0020800232,1610612759,1610612763
232,0020800233,1610612762,1610612758
233,0020800234,1610612757,1610612740
234,0020800235,1610612747,1610612742
235,0020800236,1610612766,1610612738
236,0020800237,1610612753,1610612754
237,0020800238,1610612764,1610612737
238,0020800239,1610612752,1610612744
239,0020800240,1610612763,1610612760
240,0020800241,1610612750,1610612743
241,0020800242,1610612745,1610612759
242,0020800243,1610612749,1610612739
243,0020800244,1610612762,1610612751
244,0020800245,1610612758,1610612742
245,0020800246,1610612746,1610612748
246,0020800247,1610612765,1610612757
247,0020800248,1610612755,1610612741
248,0020800249,1610612743,1610612745
249,0020800250,1610612756,1610612751
250,0020800251,1610612747,1610612761
251,0020800252,1610612766,1610612750
252,0020800253,1610612738,1610612753
253,0020800254,1610612744,1610612748
254,0020800255,1610612754,1610612747
255,0020800256,1610612751,1610612764
256,0020800257,1610612752,1610612757
257,0020800258,1610612741,1610612755
258,0020800259,1610612742,1610612746
259,0020800260,1610612759,1610612765
260,0020800261,1610612743,1610612761
261,0020800262,1610612758,1610612762
262,0020800263,1610612737,1610612763
263,0020800264,1610612766,1610612760
264,0020800265,1610612739,1610612752
265,0020800266,1610612753,1610612750
266,0020800267,1610612755,1610612747
267,0020800268,1610612764,1610612757
268,0020800269,1610612738,1610612754
269,0020800270,1610612749,1610612741
270,0020800271,1610612740,1610612756
271,0020800272,1610612745,1610612746
272,0020800273,1610612762,1610612748
273,0020800274,1610612742,1610612756
274,0020800275,1610612743,1610612759
275,0020800276,1610612753,1610612760
276,0020800277,1610612764,1610612747
277,0020800278,1610612737,1610612752
278,0020800279,1610612739,1610612754
279,0020800280,1610612751,1610612750
280,0020800281,1610612738,1610612757
281,0020800282,1610612765,1610612755
282,0020800283,1610612763,1610612746
283,0020800284,1610612745,1610612744
284,0020800285,1610612749,1610612766
285,0020800286,1610612762,1610612761
286,0020800287,1610612766,1610612739
287,0020800288,1610612748,1610612760
288,0020800289,1610612755,1610612751
289,0020800290,1610612750,1610612746
290,0020800291,1610612740,1610612763
291,0020800292,1610612741,1610612764
292,0020800293,1610612742,1610612737
293,0020800294,1610612759,1610612744
294,0020800295,1610612756,1610612762
295,0020800296,1610612758,1610612743
296,0020800297,1610612752,1610612765
297,0020800298,1610612761,1610612757
298,0020800299,1610612754,1610612738
299,0020800300,1610612747,1610612749
300,0020800301,1610612748,1610612766
301,0020800302,1610612763,1610612745
302,0020800303,1610612760,1610612744
303,0020800304,1610612746,1610612753
304,0020800305,1610612739,1610612761
305,0020800306,1610612764,1610612765
306,0020800307,1610612750,1610612762
307,0020800308,1610612741,1610612752
308,0020800309,1610612742,1610612759
309,0020800310,1610612745,1610612737
310,0020800311,1610612756,1610612749
311,0020800312,1610612757,1610612753
312,0020800313,1610612758,1610612747
313,0020800314,1610612761,1610612754
314,0020800315,1610612751,1610612752
315,0020800316,1610612740,1610612766
316,0020800317,1610612760,1610612763
317,0020800318,1610612755,1610612739
318,0020800319,1610612759,1610612737
319,0020800320,1610612743,1610612750
320,0020800321,1610612744,1610612749
321,0020800322,1610612747,1610612756
322,0020800323,1610612764,1610612738
323,0020800324,1610612742,1610612766
324,0020800325,1610612762,1610612757
325,0020800326,1610612739,1610612755
326,0020800327,1610612748,1610612737
327,0020800328,1610612751,1610612761
328,0020800329,1610612738,1610612740
329,0020800330,1610612765,1610612754
330,0020800331,1610612763,1610612741
331,0020800332,1610612750,1610612759
332,0020800333,1610612756,1610612753
333,0020800334,1610612757,1610612746
334,0020800335,1610612744,1610612745
335,0020800336,1610612747,1610612758
336,0020800337,1610612737,1610612739
337,0020800338,1610612766,1610612765
338,0020800339,1610612755,1610612764
339,0020800340,1610612741,1610612751
340,0020800341,1610612742,1610612760
341,0020800342,1610612749,1610612754
342,0020800343,1610612743,1610612744
343,0020800344,1610612762,1610612753
344,0020800345,1610612758,1610612752
345,0020800346,1610612746,1610612745
346,0020800347,1610612761,1610612740
347,0020800348,1610612763,1610612748
348,0020800349,1610612759,1610612760
349,0020800350,1610612747,1610612750
350,0020800351,1610612737,1610612766
351,0020800352,1610612761,1610612751
352,0020800353,1610612764,1610612754
353,0020800354,1610612738,1610612762
354,0020800355,1610612748,1610612749
355,0020800356,1610612742,1610612743
356,0020800357,1610612756,1610612752
357,0020800358,1610612758,1610612750
358,0020800359,1610612744,1610612753
359,0020800360,1610612766,1610612741
360,0020800361,1610612763,1610612740
361,0020800362,1610612760,1610612746
362,0020800363,1610612745,1610612743
363,0020800364,1610612757,1610612758
364,0020800365,1610612747,1610612752
365,0020800366,1610612737,1610612738
366,0020800367,1610612754,1610612744
367,0020800368,1610612755,1610612749
368,0020800369,1610612761,1610612742
369,0020800370,1610612765,1610612764
370,0020800371,1610612751,1610612762
371,0020800372,1610612750,1610612739
372,0020800373,1610612741,1610612746
373,0020800374,1610612740,1610612759
374,0020800375,1610612753,1610612759
375,0020800376,1610612757,1610612756
376,0020800377,1610612754,1610612746
377,0020800378,1610612764,1610612755
378,0020800379,1610612737,1610612744
379,0020800380,1610612738,1610612741
380,0020800381,1610612751,1610612742
381,0020800382,1610612752,1610612749
382,0020800383,1610612765,1610612762
383,0020800384,1610612763,1610612766
384,0020800385,1610612748,1610612747
385,0020800386,1610612760,1610612761
386,0020800387,1610612745,1610612758
387,0020800388,1610612743,1610612739
388,0020800389,1610612766,1610612744
389,0020800390,1610612753,1610612747
390,0020800391,1610612755,1610612754
391,0020800392,1610612750,1610612745
392,0020800393,1610612751,1610612748
393,0020800394,1610612740,1610612758
394,0020800395,1610612741,1610612762
395,0020800396,1610612749,1610612746
396,0020800397,1610612759,1610612761
397,0020800398,1610612756,1610612743
398,0020800399,1610612737,1610612765
399,0020800400,1610612738,1610612752
400,0020800401,1610612764,1610612742
401,0020800402,1610612760,1610612739
402,0020800403,1610612753,1610612744
403,0020800404,1610612751,1610612745
404,0020800405,1610612763,1610612747
405,0020800406,1610612759,1610612758
406,0020800407,1610612743,1610612757
407,0020800408,1610612746,1610612761
408,0020800409,1610612737,1610612760
409,0020800410,1610612766,1610612764
410,0020800411,1610612739,1610612745
411,0020800412,1610612754,1610612751
412,0020800413,1610612738,1610612755
413,0020800414,1610612748,1610612744
414,0020800415,1610612765,1610612741
415,0020800416,1610612749,1610612762
416,0020800417,1610612740,1610612747
417,0020800418,1610612742,1610612763
418,0020800419,1610612759,1610612750
419,0020800420,1610612757,1610612743
420,0020800421,1610612753,1610612740
421,0020800422,1610612756,1610612759
422,0020800423,1610612747,1610612738
423,0020800424,1610612739,1610612764
424,0020800425,1610612757,1610612742
425,0020800426,1610612748,1610612741
426,0020800427,1610612751,1610612766
427,0020800428,1610612752,1610612750
428,0020800429,1610612765,1610612760
429,0020800430,1610612763,1610612754
430,0020800431,1610612740,1610612745
431,0020800432,1610612743,1610612755
432,0020800433,1610612762,1610612742
433,0020800434,1610612758,1610612761
434,0020800435,1610612744,1610612738
435,0020800436,1610612737,1610612741
436,0020800437,1610612766,1610612751
437,0020800438,1610612764,1610612760
438,0020800439,1610612750,1610612753
439,0020800440,1610612745,1610612762
440,0020800441,1610612749,1610612765
441,0020800442,1610612759,1610612763
442,0020800444,1610612752,1610612743
443,0020800445,1610612746,1610612742
444,0020800446,1610612739,1610612748
445,0020800447,1610612754,1610612740
446,0020800448,1610612758,1610612738
447,0020800449,1610612747,1610612744
448,0020800450,1610612737,1610612743
449,0020800451,1610612765,1610612753
450,0020800452,1610612751,1610612741
451,0020800453,1610612750,1610612763
452,0020800454,1610612760,1610612756
453,0020800455,1610612745,1610612764
454,0020800456,1610612762,1610612755
455,0020800457,1610612744,1610612761
456,0020800458,1610612766,1610612752
457,0020800459,1610612754,1610612737
458,0020800460,1610612748,1610612739
459,0020800461,1610612763,1610612756
460,0020800462,1610612740,1610612764
461,0020800463,1610612742,1610612750
462,0020800464,1610612759,1610612749
463,0020800465,1610612757,1610612738
464,0020800466,1610612758,1610612746
465,0020800467,1610612741,1610612753
466,0020800468,1610612765,1610612751
467,0020800469,1610612745,1610612749
468,0020800470,1610612761,1610612743
469,0020800471,1610612760,1610612744
470,0020800472,1610612746,1610612755
471,0020800473,1610612753,1610612748
472,0020800474,1610612761,1610612745
473,0020800475,1610612738,1610612764
474,0020800476,1610612739,1610612741
475,0020800477,1610612751,1610612737
476,0020800478,1610612752,1610612754
477,0020800479,1610612765,1610612758
478,0020800480,1610612763,1610612759
479,0020800481,1610612750,1610612744
480,0020800482,1610612760,1610612743
481,0020800483,1610612742,1610612755
482,0020800484,1610612749,1610612766
483,0020800485,1610612756,1610612746
484,0020800486,1610612757,1610612740
485,0020800487,1610612747,1610612762
486,0020800488,1610612737,1610612745
487,0020800489,1610612766,1610612749
488,0020800490,1610612754,1610612758
489,0020800491,1610612748,1610612751
490,0020800492,1610612741,1610612750
491,0020800493,1610612759,1610612755
492,0020800494,1610612743,1610612740
493,0020800495,1610612761,1610612753
494,0020800496,1610612764,1610612739
495,0020800497,1610612746,1610612765
496,0020800498,1610612763,1610612742
497,0020800499,1610612752,1610612738
498,0020800500,1610612747,1610612757
499,0020800501,1610612748,1610612759
500,0020800502,1610612751,1610612758
501,0020800503,1610612749,1610612761
502,0020800504,1610612743,1610612754
503,0020800505,1610612762,1610612744
504,0020800506,1610612766,1610612738
505,0020800507,1610612753,1610612764
506,0020800508,1610612755,1610612745
507,0020800509,1610612763,1610612750
508,0020800510,1610612760,1610612752
509,0020800511,1610612741,1610612758
510,0020800512,1610612742,1610612746
511,0020800513,1610612747,1610612740
512,0020800514,1610612737,1610612753
513,0020800515,1610612739,1610612766
514,0020800516,1610612764,1610612761
515,0020800517,1610612738,1610612745
516,0020800518,1610612751,1610612763
517,0020800519,1610612749,1610612755
518,0020800520,1610612750,1610612760
519,0020800521,1610612743,1610612748
520,0020800522,1610612756,1610612754
521,0020800523,1610612762,1610612740
522,0020800524,1610612757,1610612765
523,0020800525,1610612744,1610612747
524,0020800526,1610612742,1610612752
525,0020800527,1610612759,1610612746
526,0020800528,1610612753,1610612737
527,0020800529,1610612755,1610612766
528,0020800530,1610612761,1610612763
529,0020800531,1610612739,1610612738
530,0020800532,1610612740,1610612746
531,0020800533,1610612760,1610612745
532,0020800534,1610612741,1610612764
533,0020800535,1610612749,1610612751
534,0020800536,1610612743,1610612765
535,0020800537,1610612758,1610612748
536,0020800538,1610612747,1610612754
537,0020800539,1610612756,1610612742
538,0020800540,1610612764,1610612766
539,0020800541,1610612750,1610612749
540,0020800542,1610612741,1610612760
541,0020800543,1610612745,1610612752
542,0020800544,1610612762,1610612765
543,0020800545,1610612757,1610612744
544,0020800546,1610612761,1610612738
545,0020800547,1610612737,1610612755
546,0020800548,1610612746,1610612756
547,0020800549,1610612759,1610612753
548,0020800550,1610612744,1610612754
549,0020800551,1610612758,1610612742
550,0020800552,1610612747,1610612748
551,0020800553,1610612764,1610612749
552,0020800554,1610612738,1610612761
553,0020800555,1610612751,1610612760
554,0020800556,1610612740,1610612752
555,0020800557,1610612741,1610612757
556,0020800558,1610612762,1610612754
557,0020800559,1610612765,1610612766
558,0020800560,1610612763,1610612739
559,0020800561,1610612750,1610612748
560,0020800562,1610612745,1610612747
561,0020800563,1610612743,1610612742
562,0020800564,1610612756,1610612737
563,0020800565,1610612758,1610612753
564,0020800566,1610612754,1610612765
565,0020800567,1610612755,1610612757
566,0020800568,1610612761,1610612741
567,0020800569,1610612738,1610612751
568,0020800570,1610612752,1610612764
569,0020800571,1610612749,1610612748
570,0020800572,1610612760,1610612762
571,0020800573,1610612742,1610612740
572,0020800574,1610612759,1610612747
573,0020800575,1610612744,1610612758
574,0020800576,1610612746,1610612737
575,0020800577,1610612751,1610612757
576,0020800578,1610612741,1610612739
577,0020800579,1610612743,1610612756
578,0020800580,1610612754,1610612761
579,0020800581,1610612755,1610612759
580,0020800582,1610612764,1610612752
581,0020800583,1610612739,1610612740
582,0020800584,1610612763,1610612762
583,0020800585,1610612760,1610612765
584,0020800586,1610612756,1610612750
585,0020800587,1610612758,1610612749
586,0020800588,1610612744,1610612737
587,0020800589,1610612747,1610612753
588,0020800590,1610612751,1610612738
589,0020800591,1610612766,1610612757
590,0020800592,1610612765,1610612740
591,0020800593,1610612752,1610612755
592,0020800594,1610612741,1610612759
593,0020800595,1610612745,1610612748
594,0020800596,1610612742,1610612762
595,0020800597,1610612743,1610612753
596,0020800598,1610612746,1610612749
597,0020800599,1610612761,1610612756
598,0020800600,1610612760,1610612748
599,0020800601,1610612752,1610612741
600,0020800602,1610612755,1610612742
601,0020800603,1610612737,1610612761
602,0020800604,1610612766,1610612759
603,0020800605,1610612745,1610612743
604,0020800606,1610612746,1610612750
605,0020800607,1610612740,1610612754
606,0020800608,1610612744,1610612764
607,0020800609,1610612763,1610612765
608,0020800611,1610612757,1610612749
609,0020800612,1610612747,1610612739
610,0020800613,1610612741,1610612737
611,0020800614,1610612759,1610612754
612,0020800615,1610612743,1610612758
613,0020800616,1610612762,1610612750
614,0020800617,1610612766,1610612763
615,0020800618,1610612765,1610612761
616,0020800619,1610612748,1610612738
617,0020800620,1610612752,1610612756
618,0020800621,1610612749,1610612742
619,0020800622,1610612740,1610612751
620,0020800623,1610612745,1610612762
621,0020800624,1610612757,1610612739
622,0020800625,1610612758,1610612764
623,0020800626,1610612744,1610612760
624,0020800627,1610612746,1610612747
625,0020800628,1610612753,1610612738
626,0020800629,1610612747,1610612764
627,0020800630,1610612766,1610612756
628,0020800631,1610612765,1610612742
629,0020800632,1610612754,1610612745
630,0020800633,1610612737,1610612749
631,0020800634,1610612752,1610612763
632,0020800635,1610612750,1610612740
633,0020800636,1610612741,1610612761
634,0020800637,1610612759,1610612751
635,0020800638,1610612744,1610612739
636,0020800639,1610612746,1610612760
637,0020800640,1610612755,1610612752
638,0020800641,1610612748,1610612753
639,0020800642,1610612763,1610612751
640,0020800643,1610612749,1610612758
641,0020800644,1610612762,1610612739
642,0020800645,1610612757,1610612764
643,0020800646,1610612738,1610612742
644,0020800647,1610612747,1610612759
645,0020800648,1610612737,1610612756
646,0020800649,1610612761,1610612758
647,0020800650,1610612765,1610612745
648,0020800651,1610612754,1610612766
649,0020800652,1610612750,1610612741
650,0020800653,1610612743,1610612762
651,0020800654,1610612744,1610612746
652,0020800655,1610612764,1610612756
653,0020800656,1610612748,1610612737
654,0020800657,1610612752,1610612745
655,0020800658,1610612749,1610612750
656,0020800659,1610612740,1610612755
657,0020800660,1610612760,1610612751
658,0020800661,1610612746,1610612757
659,0020800662,1610612739,1610612758
660,0020800663,1610612753,1610612754
661,0020800664,1610612763,1610612743
662,0020800665,1610612762,1610612759
663,0020800666,1610612747,1610612766
664,0020800667,1610612754,1610612749
665,0020800668,1610612738,1610612758
666,0020800669,1610612748,1610612764
667,0020800670,1610612751,1610612761
668,0020800671,1610612752,1610612737
669,0020800672,1610612750,1610612765
670,0020800673,1610612740,1610612743
671,0020800674,1610612760,1610612763
672,0020800675,1610612745,1610612755
673,0020800676,1610612742,1610612744
674,0020800677,1610612757,1610612766
675,0020800678,1610612746,1610612741
676,0020800679,1610612753,1610612739
677,0020800680,1610612756,1610612759
678,0020800681,1610612765,1610612738
679,0020800682,1610612754,1610612748
680,0020800683,1610612755,1610612764
681,0020800684,1610612761,1610612749
682,0020800685,1610612737,1610612751
683,0020800686,1610612739,1610612746
684,0020800687,1610612750,1610612747
685,0020800688,1610612743,1610612766
686,0020800689,1610612762,1610612760
687,0020800690,1610612740,1610612744
688,0020800691,1610612758,1610612741
689,0020800692,1610612754,1610612752
690,0020800693,1610612755,1610612751
691,0020800694,1610612748,1610612742
692,0020800695,1610612763,1610612747
693,0020800696,1610612764,1610612746
694,0020800697,1610612745,1610612744
695,0020800698,1610612749,1610612737
696,0020800699,1610612759,1610612740
697,0020800700,1610612756,1610612741
698,0020800701,1610612757,1610612762
699,0020800702,1610612738,1610612750
700,0020800703,1610612761,1610612753
701,0020800704,1610612765,1610612739
702,0020800705,1610612758,1610612760
703,0020800706,1610612753,1610612742
704,0020800707,1610612764,1610612763
705,0020800708,1610612748,1610612746
706,0020800709,1610612752,1610612747
707,0020800710,1610612740,1610612757
708,0020800711,1610612756,1610612758
709,0020800712,1610612762,1610612766
710,0020800713,1610612744,1610612759
711,0020800714,1610612739,1610612761
712,0020800715,1610612754,1610612750
713,0020800716,1610612755,1610612738
714,0020800717,1610612751,1610612749
715,0020800718,1610612745,1610612741
716,0020800719,1610612743,1610612759
717,0020800720,1610612753,1610612746
718,0020800721,1610612761,1610612747
719,0020800722,1610612764,1610612751
720,0020800723,1610612765,1610612748
721,0020800724,1610612752,1610612739
722,0020800725,1610612763,1610612745
723,0020800726,1610612750,1610612737
724,0020800727,1610612740,1610612741
725,0020800728,1610612760,1610612743
726,0020800729,1610612742,1610612757
727,0020800730,1610612744,1610612756
728,0020800731,1610612755,1610612754
729,0020800732,1610612738,1610612747
730,0020800733,1610612762,1610612742
731,0020800734,1610612766,1610612737
732,0020800735,1610612754,1610612753
733,0020800736,1610612752,1610612738
734,0020800737,1610612763,1610612746
735,0020800738,1610612740,1610612761
736,0020800739,1610612760,1610612757
737,0020800740,1610612764,1610612743
738,0020800741,1610612758,1610612762
739,0020800742,1610612756,1610612744
740,0020800743,1610612737,1610612746
741,0020800744,1610612755,1610612748
742,0020800745,1610612751,1610612743
743,0020800746,1610612763,1610612761
744,0020800747,1610612742,1610612741
745,0020800748,1610612745,1610612750
746,0020800749,1610612749,1610612765
747,0020800750,1610612738,1610612759
748,0020800751,1610612739,1610612747
749,0020800752,1610612748,1610612766
750,0020800753,1610612753,1610612751
751,0020800754,1610612757,1610612752
752,0020800755,1610612764,1610612754
753,0020800756,1610612740,1610612750
754,0020800757,1610612760,1610612758
755,0020800758,1610612765,1610612756
756,0020800759,1610612744,1610612762
757,0020800760,1610612766,1610612746
758,0020800761,1610612755,1610612756
759,0020800762,1610612763,1610612740
760,0020800763,1610612749,1610612745
761,0020800764,1610612737,1610612764
762,0020800765,1610612754,1610612739
763,0020800766,1610612748,1610612743
764,0020800767,1610612751,1610612759
765,0020800768,1610612750,1610612761
766,0020800769,1610612741,1610612765
767,0020800770,1610612742,1610612758
768,0020800771,1610612744,1610612752
769,0020800772,1610612747,1610612760
770,0020800773,1610612766,1610612764
771,0020800774,1610612739,1610612756
772,0020800775,1610612753,1610612743
773,0020800776,1610612755,1610612763
774,0020800777,1610612761,1610612759
775,0020800778,1610612765,1610612737
776,0020800779,1610612749,1610612754
777,0020800780,1610612740,1610612738
778,0020800781,1610612745,1610612758
779,0020800782,1610612762,1610612747
780,0020800783,1610612757,1610612760
781,0020800784,1610612746,1610612752
782,0020800785,1610612741,1610612748
783,0020800786,1610612742,1610612738
784,0020800787,1610612744,1610612757
785,0020800788,1610612754,1610612755
786,0020800789,1610612753,1610612766
787,0020800790,1610612764,1610612750
788,0020800791,1610612765,1610612749
789,0020800792,1610612752,1610612759
790,0020800793,1610612760,1610612740
791,0020800794,1610612745,1610612751
792,0020800795,1610612756,1610612746
793,0020800797,1610612747,1610612737
794,0020800798,1610612766,1610612754
795,0020800799,1610612761,1610612739
796,0020800800,1610612748,1610612750
797,0020800801,1610612749,1610612741
798,0020800802,1610612740,1610612753
799,0020800803,1610612755,1610612743
800,0020800804,1610612742,1610612751
801,0020800805,1610612757,1610612763
802,0020800806,1610612758,1610612737
803,0020800807,1610612744,1610612747
804,0020800808,1610612746,1610612756
805,0020800809,1610612765,1610612759
806,0020800810,1610612762,1610612738
807,0020800811,1610612766,1610612753
808,0020800812,1610612752,1610612761
809,0020800813,1610612763,1610612758
810,0020800814,1610612750,1610612754
811,0020800815,1610612751,1610612764
812,0020800816,1610612741,1610612743
813,0020800817,1610612745,1610612742
814,0020800818,1610612749,1610612739
815,0020800819,1610612756,1610612760
816,0020800820,1610612757,1610612737
817,0020800821,1610612747,1610612740
818,0020800822,1610612748,1610612755
819,0020800823,1610612764,1610612759
820,0020800824,1610612742,1610612758
